t,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.595,-1.132934471139,-1,-0.344938335721207,-0.166695027667551,0,0.224111629084042,0.582218953627899,1,1.30921544303049
0.6,-1.13661707959942,-1,-0.34289892229802,-0.165755004516099,0,0.223286789283992,0.581414229410827,1,1.30777720905842
0.605,-1.14042632108579,-1,-0.340871740035914,-0.164820796351445,0,0.222463795741975,0.580607933680759,1,1.3063554863906
0.61,-1.1443659600308,-1,-0.33885674987663,-0.16389236019228,0,0.221642653609273,0.579800068037608,1,1.30494999857881
0.615,-1.14843981938647,-1,-0.33685391064221,-0.162969653150019,0,0.220823367964536,0.578990634123688,1,1.30356047183585
0.62,-1.1526517806242,-1,-0.334863179035003,-0.162052632428802,0,0.220005943813787,0.578179633623717,1,1.30218663503556
0.625,-1.15700578373472,-1,-0.332884509637659,-0.161141255325497,0,0.21919038609042,0.577367068264813,1,1.30082821971279
0.63,-1.16150582722812,-1,-0.330917854913133,-0.160235479229694,0,0.2183766996552,0.576552939816495,1,1.2994849600634
0.635,-1.16615596813383,-1,-0.328963165204685,-0.159335261623711,0,0.21756488929626,0.575737250090684,1,1.2981565929443
0.64,-1.17096032200064,-1,-0.327020388735876,-0.15844056008259,0,0.21675495972911,0.574920000941703,1,1.29684285787339
0.645,-1.17592306289669,-1,-0.325089471610572,-0.157551332274097,0,0.215946915596625,0.574101194266277,1,1.29554349702961
0.65,-1.18104842340945,-1,-0.323170357812945,-0.156667535958727,0,0.215140761469055,0.573280832003531,1,1.29425825525293
0.655,-1.18634069464576,-1,-0.321262989207467,-0.155789128989696,0,0.214336501844018,0.572458916134992,1,1.29298688004431
0.66,-1.19180422623181,-1,-0.319367305538916,-0.154916069312949,0,0.213534141146507,0.57163544868459,1,1.29172912156576
0.665,-1.19744342631313,-1,-0.317483244432374,-0.154048314967154,0,0.212733683728881,0.570810431718654,1,1.2904847326403
0.67,-1.20326970139021,-1,-0.315610741393225,-0.153185824083705,0,0.211935133870875,0.569983867345916,1,1.28925346875198
0.675,-1.20932636476094,-1,-0.313749729807159,-0.152328554886722,0,0.211138495779591,0.56915575771751,1,1.28803508804586
0.68,-1.2156313961137,-1,-0.311900140940168,-0.151476465693049,0,0.210343773589504,0.568326105026972,1,1.28682935132804
0.685,-1.22219953984997,-1,-0.310061903938548,-0.150629514912256,0,0.20955097136246,0.567494911510236,1,1.2856360220656
0.69,-1.2290471185307,-1,-0.308234945828901,-0.149787661046638,0,0.208760093087675,0.566662179445642,1,1.2844548663867
0.695,-1.23619203287637,-1,-0.306419191518129,-0.148950862691216,0,0.207971142681737,0.565827911153929,1,1.28328565308048
0.7,-1.24365376176696,-1,-0.30461456379344,-0.148119078533736,0,0.207184123988605,0.564992108998237,1,1.28212815359711
0.705,-1.25145336224194,-1,-0.302820983322346,-0.14729226735467,0,0.206399040779608,0.564154775384111,1,1.28098214204779
0.71,-1.25961349480706,-1,-0.301038368652662,-0.146470388027213,0,0.205615896753447,0.563315912759492,1,1.27984739520473
0.715,-1.26816035312642,-1,-0.299266636212508,-0.145653399517287,0,0.204834695536194,0.562475523614729,1,1.27872369250117
0.72,-1.27712068585515,-1,-0.297505700310305,-0.144841260883541,0,0.204055440681291,0.561633610482567,1,1.27761081603138
0.725,-1.28652374619491,-1,-0.295755473134781,-0.144033931277345,0,0.203278135669552,0.560790175938155,1,1.27650855055063
0.73,-1.29640330431049,-1,-0.294015864754967,-0.143231369942799,0,0.202502783909162,0.559945222599043,1,1.27541668347523
0.735,-1.3067976473298,-1,-0.292286783120195,-0.142433536216725,0,0.201729388735676,0.559098753125185,1,1.27433500488249
0.74,-1.31774957934385,-1,-0.290568134060104,-0.141640389528671,0,0.200957953412021,0.558250770218931,1,1.27326330751078
0.745,-1.32930642140682,-1,-0.288859821284636,-0.140851889400911,0,0.200188481128495,0.557401276625038,1,1.27220138675944
0.75,-1.34152001153598,-1,-0.287161746384036,-0.140067995448445,0,0.199420975002767,0.556550275130662,1,1.27114904068888
0.755,-1.35445181143604,-1,-0.285473808828853,-0.139288667378996,0,0.198655438079876,0.555697768565361,1,1.2701060700205
0.76,-1.36817231231277,-1,-0.28379590596994,-0.138513864993015,0,0.197891873332233,0.554843759801094,1,1.26907227813674
