x,g1,g2,g3,g4,g5
-0.103,0.063201727,0.037451727,0.024576727,0.011701727,-0.014048273
-0.102,0.062465208,0.036965208,0.024215208,0.011465208,-0.014034792
-0.101,0.061731301,0.036481301,0.023856301,0.011231301,-0.014018699
-0.1,0.061,0.036,0.0235,0.011,-0.014
-0.099,0.060271299,0.035521299,0.023146299,0.010771299,-0.013978701
-0.098,0.059545192,0.035045192,0.022795192,0.010545192,-0.013954808
-0.097,0.058821673,0.034571673,0.022446673,0.010321673,-0.013928327
-0.096,0.058100736,0.034100736,0.022100736,0.010100736,-0.013899264
-0.095,0.057382375,0.033632375,0.021757375,0.00988237499999999,-0.013867625
-0.094,0.056666584,0.033166584,0.021416584,0.00966658399999999,-0.013833416
-0.093,0.055953357,0.032703357,0.021078357,0.00945335700000001,-0.013796643
-0.092,0.055242688,0.032242688,0.020742688,0.00924268800000001,-0.013757312
-0.091,0.054534571,0.031784571,0.020409571,0.00903457100000001,-0.013715429
-0.09,0.053829,0.031329,0.020079,0.00882900000000001,-0.013671
-0.089,0.053125969,0.030875969,0.019750969,0.008625969,-0.013624031
-0.088,0.052425472,0.030425472,0.019425472,0.00842547200000001,-0.013574528
-0.087,0.051727503,0.029977503,0.019102503,0.008227503,-0.013522497
-0.086,0.051032056,0.029532056,0.018782056,0.008032056,-0.013467944
-0.085,0.050339125,0.029089125,0.018464125,0.007839125,-0.013410875
-0.084,0.049648704,0.028648704,0.018148704,0.007648704,-0.013351296
-0.083,0.048960787,0.028210787,0.017835787,0.007460787,-0.013289213
-0.082,0.048275368,0.027775368,0.017525368,0.007275368,-0.013224632
-0.081,0.047592441,0.027342441,0.017217441,0.007092441,-0.013157559
-0.08,0.046912,0.026912,0.016912,0.006912,-0.013088
-0.079,0.046234039,0.026484039,0.016609039,0.006734039,-0.013015961
-0.078,0.045558552,0.026058552,0.016308552,0.006558552,-0.012941448
-0.077,0.044885533,0.025635533,0.016010533,0.006385533,-0.012864467
-0.076,0.044214976,0.025214976,0.015714976,0.006214976,-0.012785024
-0.075,0.043546875,0.024796875,0.015421875,0.006046875,-0.012703125
-0.074,0.042881224,0.024381224,0.015131224,0.005881224,-0.012618776
-0.073,0.042218017,0.023968017,0.014843017,0.005718017,-0.012531983
-0.072,0.041557248,0.023557248,0.014557248,0.005557248,-0.012442752
-0.071,0.040898911,0.023148911,0.014273911,0.005398911,-0.012351089
-0.07,0.040243,0.022743,0.013993,0.005243,-0.012257
-0.069,0.039589509,0.022339509,0.013714509,0.005089509,-0.012160491
-0.068,0.038938432,0.021938432,0.013438432,0.004938432,-0.012061568
-0.067,0.038289763,0.021539763,0.013164763,0.004789763,-0.011960237
-0.066,0.037643496,0.021143496,0.012893496,0.004643496,-0.011856504
-0.065,0.036999625,0.020749625,0.012624625,0.004499625,-0.011750375
-0.064,0.036358144,0.020358144,0.012358144,0.004358144,-0.011641856
-0.063,0.035719047,0.019969047,0.012094047,0.004219047,-0.011530953
-0.062,0.035082328,0.019582328,0.011832328,0.004082328,-0.011417672
-0.061,0.034447981,0.019197981,0.011572981,0.003947981,-0.011302019
-0.06,0.033816,0.018816,0.011316,0.003816,-0.011184
-0.059,0.033186379,0.018436379,0.011061379,0.003686379,-0.011063621
-0.058,0.032559112,0.018059112,0.010809112,0.003559112,-0.010940888
-0.057,0.031934193,0.017684193,0.010559193,0.003434193,-0.010815807
-0.056,0.031311616,0.017311616,0.010311616,0.003311616,-0.010688384
-0.055,0.030691375,0.016941375,0.010066375,0.003191375,-0.010558625
-0.054,0.030073464,0.016573464,0.009823464,0.003073464,-0.010426536
-0.053,0.029457877,0.016207877,0.009582877,0.002957877,-0.010292123
-0.052,0.028844608,0.015844608,0.009344608,0.002844608,-0.010155392
-0.051,0.028233651,0.015483651,0.009108651,0.002733651,-0.010016349
-0.05,0.027625,0.015125,0.008875,0.002625,-0.009875
-0.049,0.027018649,0.014768649,0.008643649,0.002518649,-0.009731351
-0.048,0.026414592,0.014414592,0.008414592,0.002414592,-0.009585408
-0.047,0.025812823,0.014062823,0.008187823,0.002312823,-0.009437177
-0.046,0.025213336,0.013713336,0.007963336,0.002213336,-0.009286664
-0.045,0.024616125,0.013366125,0.007741125,0.002116125,-0.009133875
-0.044,0.024021184,0.013021184,0.007521184,0.002021184,-0.008978816
-0.043,0.023428507,0.012678507,0.007303507,0.001928507,-0.008821493
-0.042,0.022838088,0.012338088,0.007088088,0.001838088,-0.008661912
-0.041,0.022249921,0.011999921,0.006874921,0.001749921,-0.008500079
-0.04,0.021664,0.011664,0.006664,0.001664,-0.008336
-0.039,0.021080319,0.011330319,0.00645531899999999,0.001580319,-0.008169681
-0.038,0.020498872,0.010998872,0.006248872,0.001498872,-0.008001128
-0.037,0.019919653,0.010669653,0.006044653,0.001419653,-0.007830347
-0.036,0.019342656,0.010342656,0.005842656,0.001342656,-0.007657344
-0.035,0.018767875,0.010017875,0.005642875,0.001267875,-0.007482125
-0.034,0.018195304,0.00969530399999999,0.00544530399999999,0.001195304,-0.007304696
-0.033,0.017624937,0.00937493699999999,0.00524993699999999,0.001124937,-0.007125063
-0.032,0.017056768,0.00905676799999999,0.00505676799999999,0.001056768,-0.006943232
-0.031,0.016490791,0.00874079100000001,0.00486579100000001,0.000990791000000002,-0.006759209
-0.03,0.015927,0.00842700000000001,0.004677,0.000927000000000002,-0.00657300000000001
-0.029,0.015365389,0.00811538900000001,0.004490389,0.000865389000000002,-0.00638461100000001
-0.028,0.014805952,0.00780595200000001,0.00430595200000001,0.000805952000000001,-0.006194048
-0.027,0.014248683,0.00749868300000001,0.004123683,0.000748683000000001,-0.006001317
-0.026,0.013693576,0.00719357600000001,0.003943576,0.000693576000000001,-0.005806424
-0.025,0.013140625,0.00689062500000001,0.003765625,0.000640625000000001,-0.005609375
-0.024,0.012589824,0.00658982400000001,0.003589824,0.000589824000000001,-0.005410176
-0.023,0.012041167,0.00629116700000001,0.003416167,0.000541167000000001,-0.005208833
-0.022,0.011494648,0.00599464800000001,0.003244648,0.000494648000000001,-0.005005352
-0.021,0.010950261,0.00570026100000001,0.003075261,0.000450261000000001,-0.004799739
-0.02,0.010408,0.00540800000000001,0.002908,0.000408000000000001,-0.004592
-0.019,0.00986785900000001,0.005117859,0.002742859,0.000367859000000001,-0.004382141
-0.018,0.00932983200000001,0.004829832,0.002579832,0.000329832000000001,-0.004170168
-0.017,0.00879391300000001,0.004543913,0.002418913,0.000293913000000001,-0.003956087
-0.016,0.00826009600000001,0.004260096,0.002260096,0.000260096000000001,-0.003739904
-0.015,0.00772837500000001,0.003978375,0.002103375,0.000228375,-0.003521625
-0.014,0.00719874400000001,0.003698744,0.001948744,0.000198744,-0.003301256
-0.013,0.00667119700000001,0.003421197,0.001796197,0.000171197,-0.003078803
-0.012,0.00614572800000001,0.003145728,0.001645728,0.000145728,-0.002854272
-0.011,0.00562233100000001,0.002872331,0.001497331,0.000122331,-0.002627669
-0.01,0.005101,0.002601,0.001351,0.000101,-0.002399
-0.00900000000000001,0.004581729,0.002331729,0.001206729,8.17290000000001e-05,-0.002168271
-0.00800000000000001,0.004064512,0.002064512,0.001064512,6.45120000000001e-05,-0.001935488
-0.00700000000000001,0.003549343,0.001799343,0.000924343000000001,4.93430000000001e-05,-0.001700657
-0.00600000000000001,0.003036216,0.001536216,0.000786216000000001,3.62160000000001e-05,-0.001463784
-0.005,0.002525125,0.001275125,0.000650125000000001,2.5125e-05,-0.001224875
-0.004,0.002016064,0.001016064,0.000516064000000001,1.6064e-05,-0.000983936000000001
-0.003,0.001509027,0.000759027000000001,0.000384027,9.02700000000002e-06,-0.000740973000000001
-0.002,0.001004008,0.000504008,0.000254008,4.00800000000001e-06,-0.000495992
-0.001,0.000501001,0.000251001,0.000126001,1.001e-06,-0.000248999
0,0,0,0,0,0
0.001,-0.000499001,-0.000249001,-0.000124001,9.99000000000002e-07,0.000250999
0.002,-0.000996008000000001,-0.000496008,-0.000246008,3.99200000000001e-06,0.000503992
0.003,-0.001491027,-0.000741027000000001,-0.000366027,8.97300000000002e-06,0.000758973000000001
0.004,-0.001984064,-0.000984064000000001,-0.000484064,1.5936e-05,0.001015936
0.005,-0.002475125,-0.001225125,-0.000600125000000001,2.4875e-05,0.001274875
0.00600000000000001,-0.002964216,-0.001464216,-0.000714216000000001,3.57840000000001e-05,0.001535784
0.00700000000000001,-0.003451343,-0.001701343,-0.000826343000000001,4.86570000000001e-05,0.001798657
0.00800000000000001,-0.003936512,-0.001936512,-0.000936512000000001,6.34880000000001e-05,0.002063488
0.00900000000000001,-0.004419729,-0.002169729,-0.001044729,8.02710000000001e-05,0.002330271
0.01,-0.004901,-0.002401,-0.001151,9.90000000000002e-05,0.002599
0.011,-0.005380331,-0.002630331,-0.001255331,0.000119669,0.002869669
0.012,-0.00585772800000001,-0.002857728,-0.001357728,0.000142272,0.003142272
0.013,-0.006333197,-0.003083197,-0.001458197,0.000166803,0.003416803
0.014,-0.00680674400000001,-0.003306744,-0.001556744,0.000193256,0.003693256
0.015,-0.00727837500000001,-0.003528375,-0.001653375,0.000221625,0.003971625
0.016,-0.00774809600000001,-0.003748096,-0.001748096,0.000251904,0.004251904
0.017,-0.00821591300000001,-0.003965913,-0.001840913,0.000284087000000001,0.004534087
0.018,-0.00868183200000001,-0.004181832,-0.001931832,0.000318168000000001,0.004818168
0.019,-0.00914585900000001,-0.004395859,-0.002020859,0.000354141000000001,0.005104141
0.02,-0.00960800000000001,-0.004608,-0.002108,0.000392000000000001,0.00539200000000001
0.021,-0.010068261,-0.004818261,-0.002193261,0.000431739000000001,0.00568173900000001
0.022,-0.010526648,-0.005026648,-0.002276648,0.000473352000000001,0.00597335200000001
0.023,-0.010983167,-0.005233167,-0.002358167,0.000516833000000001,0.00626683300000001
0.024,-0.011437824,-0.005437824,-0.002437824,0.000562176000000001,0.00656217600000001
0.025,-0.011890625,-0.005640625,-0.002515625,0.000609375000000001,0.00685937500000001
0.026,-0.012341576,-0.005841576,-0.002591576,0.000658424000000001,0.00715842400000001
0.027,-0.012790683,-0.00604068300000001,-0.002665683,0.000709317000000001,0.00745931700000001
0.028,-0.013237952,-0.006237952,-0.002737952,0.000762048000000001,0.00776204800000001
0.029,-0.013683389,-0.006433389,-0.002808389,0.000816611000000001,0.00806661100000001
0.03,-0.014127,-0.00662700000000001,-0.002877,0.000873000000000001,0.00837300000000001
0.031,-0.014568791,-0.00681879100000001,-0.002943791,0.000931209000000002,0.00868120900000001
0.032,-0.015008768,-0.007008768,-0.003008768,0.000991232000000002,0.00899123200000001
0.033,-0.015446937,-0.00719693700000001,-0.003071937,0.001053063,0.00930306300000001
0.034,-0.015883304,-0.00738330400000001,-0.003133304,0.001116696,0.00961669600000001
0.035,-0.016317875,-0.00756787500000001,-0.003192875,0.001182125,0.00993212500000001
0.036,-0.016750656,-0.00775065600000001,-0.003250656,0.001249344,0.010249344
0.037,-0.017181653,-0.00793165300000001,-0.003306653,0.001318347,0.010568347
0.038,-0.017610872,-0.00811087200000001,-0.003360872,0.001389128,0.010889128
0.039,-0.018038319,-0.00828831900000001,-0.003413319,0.001461681,0.011211681
0.04,-0.018464,-0.00846400000000001,-0.003464,0.001536,0.011536
0.041,-0.018887921,-0.008637921,-0.003512921,0.001612079,0.011862079
0.042,-0.019310088,-0.00881008800000001,-0.003560088,0.001689912,0.012189912
0.043,-0.019730507,-0.00898050700000001,-0.003605507,0.001769493,0.012519493
0.044,-0.020149184,-0.00914918400000001,-0.003649184,0.001850816,0.012850816
0.045,-0.020566125,-0.00931612500000001,-0.003691125,0.001933875,0.013183875
0.046,-0.020981336,-0.00948133600000001,-0.003731336,0.002018664,0.013518664
0.047,-0.021394823,-0.00964482300000001,-0.003769823,0.002105177,0.013855177
0.048,-0.021806592,-0.00980659200000001,-0.003806592,0.002193408,0.014193408
0.049,-0.022216649,-0.00996664900000001,-0.003841649,0.002283351,0.014533351
0.05,-0.022625,-0.010125,-0.003875,0.002375,0.014875
0.051,-0.023031651,-0.010281651,-0.003906651,0.002468349,0.015218349
0.052,-0.023436608,-0.010436608,-0.003936608,0.002563392,0.015563392
0.053,-0.023839877,-0.010589877,-0.003964877,0.002660123,0.015910123
0.054,-0.024241464,-0.010741464,-0.003991464,0.00275853600000001,0.016258536
0.055,-0.024641375,-0.010891375,-0.004016375,0.00285862500000001,0.016608625
0.056,-0.025039616,-0.011039616,-0.004039616,0.00296038400000001,0.016960384
0.0570000000000001,-0.025436193,-0.011186193,-0.004061193,0.00306380700000001,0.017313807
0.0580000000000001,-0.025831112,-0.011331112,-0.004081112,0.00316888800000001,0.017668888
0.0590000000000001,-0.026224379,-0.011474379,-0.004099379,0.00327562100000001,0.018025621
0.0600000000000001,-0.026616,-0.011616,-0.004116,0.00338400000000001,0.018384
0.0610000000000001,-0.027005981,-0.011755981,-0.004130981,0.00349401900000001,0.018744019
0.0620000000000001,-0.027394328,-0.011894328,-0.004144328,0.00360567200000001,0.019105672
0.0629999999999999,-0.027781047,-0.012031047,-0.004156047,0.00371895299999999,0.019468953
0.0639999999999999,-0.028166144,-0.012166144,-0.004166144,0.00383385599999999,0.019833856
0.0649999999999999,-0.028549625,-0.012299625,-0.004174625,0.00395037499999999,0.020200375
0.0659999999999999,-0.028931496,-0.012431496,-0.004181496,0.00406850399999999,0.020568504
0.0669999999999999,-0.029311763,-0.012561763,-0.004186763,0.00418823699999999,0.020938237
0.0679999999999999,-0.029690432,-0.012690432,-0.004190432,0.00430956799999999,0.021309568
0.069,-0.030067509,-0.012817509,-0.004192509,0.00443249099999999,0.021682491
0.07,-0.030443,-0.012943,-0.004193,0.00455699999999999,0.022057
0.071,-0.030816911,-0.013066911,-0.004191911,0.00468308899999999,0.022433089
0.072,-0.031189248,-0.013189248,-0.004189248,0.00481075199999999,0.022810752
0.073,-0.031560017,-0.013310017,-0.004185017,0.00493998299999999,0.023189983
0.074,-0.031929224,-0.013429224,-0.004179224,0.00507077599999999,0.023570776
0.075,-0.032296875,-0.013546875,-0.004171875,0.00520312499999999,0.023953125
0.076,-0.032662976,-0.013662976,-0.004162976,0.00533702399999999,0.024337024
0.077,-0.033027533,-0.013777533,-0.004152533,0.00547246699999999,0.024722467
0.078,-0.033390552,-0.013890552,-0.004140552,0.00560944799999999,0.025109448
0.079,-0.033752039,-0.014002039,-0.004127039,0.005747961,0.025497961
0.08,-0.034112,-0.014112,-0.004112,0.00588799999999999,0.025888
0.081,-0.034470441,-0.014220441,-0.004095441,0.006029559,0.026279559
0.082,-0.034827368,-0.014327368,-0.004077368,0.00617263199999999,0.026672632
0.083,-0.035182787,-0.014432787,-0.004057787,0.006317213,0.027067213
0.084,-0.035536704,-0.014536704,-0.004036704,0.00646329599999999,0.027463296
0.085,-0.035889125,-0.014639125,-0.004014125,0.00661087499999999,0.027860875
0.086,-0.036240056,-0.014740056,-0.003990056,0.00675994399999999,0.028259944
0.087,-0.036589503,-0.014839503,-0.003964503,0.00691049699999999,0.028660497
0.088,-0.036937472,-0.014937472,-0.003937472,0.007062528,0.029062528
0.089,-0.037283969,-0.015033969,-0.003908969,0.00721603099999999,0.029466031
0.09,-0.037629,-0.015129,-0.003879,0.007371,0.029871
0.091,-0.037972571,-0.015222571,-0.003847571,0.007527429,0.030277429
0.092,-0.038314688,-0.015314688,-0.003814688,0.00768531199999999,0.030685312
0.093,-0.038655357,-0.015405357,-0.003780357,0.007844643,0.031094643
0.094,-0.038994584,-0.015494584,-0.003744584,0.008005416,0.031505416
0.095,-0.039332375,-0.015582375,-0.003707375,0.008167625,0.031917625
0.096,-0.039668736,-0.015668736,-0.003668736,0.008331264,0.032331264
0.097,-0.040003673,-0.015753673,-0.003628673,0.008496327,0.032746327
0.098,-0.040337192,-0.015837192,-0.003587192,0.008662808,0.033162808
0.099,-0.040669299,-0.015919299,-0.003544299,0.008830701,0.033580701
0.1,-0.041,-0.016,-0.0035,0.009,0.034
0.101,-0.041329301,-0.016079301,-0.003454301,0.009170699,0.034420699
0.102,-0.041657208,-0.016157208,-0.003407208,0.009342792,0.034842792
0.103,-0.041983727,-0.016233727,-0.003358727,0.009516273,0.035266273
0.104,-0.042308864,-0.016308864,-0.003308864,0.009691136,0.035691136
0.105,-0.042632625,-0.016382625,-0.003257625,0.009867375,0.036117375
0.106,-0.042955016,-0.016455016,-0.003205016,0.010044984,0.036544984
0.107,-0.043276043,-0.016526043,-0.003151043,0.010223957,0.036973957
0.108,-0.043595712,-0.016595712,-0.003095712,0.010404288,0.037404288
0.109,-0.043914029,-0.016664029,-0.003039029,0.010585971,0.037835971
0.11,-0.044231,-0.016731,-0.002981,0.010769,0.038269
0.111,-0.044546631,-0.016796631,-0.002921631,0.010953369,0.038703369
0.112,-0.044860928,-0.016860928,-0.002860928,0.011139072,0.039139072
0.113,-0.045173897,-0.016923897,-0.002798897,0.011326103,0.039576103
0.114,-0.045485544,-0.016985544,-0.002735544,0.011514456,0.040014456
0.115,-0.045795875,-0.017045875,-0.002670875,0.011704125,0.040454125
0.116,-0.046104896,-0.017104896,-0.002604896,0.011895104,0.040895104
0.117,-0.046412613,-0.017162613,-0.002537613,0.012087387,0.041337387
0.118,-0.046719032,-0.017219032,-0.002469032,0.012280968,0.041780968
0.119,-0.047024159,-0.017274159,-0.002399159,0.012475841,0.042225841
0.12,-0.047328,-0.017328,-0.002328,0.012672,0.042672
0.121,-0.047630561,-0.017380561,-0.002255561,0.012869439,0.043119439
0.122,-0.047931848,-0.017431848,-0.002181848,0.013068152,0.043568152
0.123,-0.048231867,-0.017481867,-0.002106867,0.013268133,0.044018133
0.124,-0.048530624,-0.017530624,-0.002030624,0.013469376,0.044469376
0.125,-0.048828125,-0.017578125,-0.001953125,0.013671875,0.044921875
0.126,-0.049124376,-0.017624376,-0.001874376,0.013875624,0.045375624
0.127,-0.049419383,-0.017669383,-0.001794383,0.014080617,0.045830617
0.128,-0.049713152,-0.017713152,-0.001713152,0.014286848,0.046286848
0.129,-0.050005689,-0.017755689,-0.001630689,0.014494311,0.046744311
0.13,-0.050297,-0.017797,-0.001547,0.014703,0.047203
0.131,-0.050587091,-0.017837091,-0.001462091,0.014912909,0.047662909
0.132,-0.050875968,-0.017875968,-0.001375968,0.015124032,0.048124032
0.133,-0.051163637,-0.017913637,-0.001288637,0.015336363,0.048586363
0.134,-0.051450104,-0.017950104,-0.001200104,0.015549896,0.049049896
0.135,-0.051735375,-0.017985375,-0.001110375,0.015764625,0.049514625
0.136,-0.052019456,-0.018019456,-0.001019456,0.015980544,0.049980544
0.137,-0.052302353,-0.018052353,-0.000927352999999998,0.016197647,0.050447647
0.138,-0.052584072,-0.018084072,-0.000834072,0.016415928,0.050915928
0.139,-0.052864619,-0.018114619,-0.000739618999999997,0.016635381,0.051385381
0.14,-0.053144,-0.018144,-0.000644,0.016856,0.051856
0.141,-0.053422221,-0.018172221,-0.000547221,0.017077779,0.052327779
0.142,-0.053699288,-0.018199288,-0.000449287999999998,0.017300712,0.052800712
0.143,-0.053975207,-0.018225207,-0.000350206999999997,0.017524793,0.053274793
0.144,-0.054249984,-0.018249984,-0.000249983999999999,0.017750016,0.053750016
0.145,-0.054523625,-0.018273625,-0.000148624999999998,0.017976375,0.054226375
0.146,-0.054796136,-0.018296136,-4.61359999999987e-05,0.018203864,0.054703864
0.147,-0.055067523,-0.018317523,5.74770000000028e-05,0.018432477,0.055182477
0.148,-0.055337792,-0.018337792,0.000162208000000003,0.018662208,0.055662208
0.149,-0.055606949,-0.018356949,0.000268051000000001,0.018893051,0.056143051
0.15,-0.055875,-0.018375,0.000375000000000002,0.019125,0.056625
0.151,-0.056141951,-0.018391951,0.000483049000000001,0.019358049,0.057108049
0.152,-0.056407808,-0.018407808,0.000592192000000002,0.019592192,0.057592192
0.153,-0.056672577,-0.018422577,0.000702423000000001,0.019827423,0.058077423
0.154,-0.056936264,-0.018436264,0.000813736000000003,0.020063736,0.058563736
0.155,-0.057198875,-0.018448875,0.000926125000000003,0.020301125,0.059051125
0.156,-0.057460416,-0.018460416,0.001039584,0.020539584,0.059539584
0.157,-0.057720893,-0.018470893,0.001154107,0.020779107,0.060029107
0.158,-0.057980312,-0.018480312,0.001269688,0.021019688,0.060519688
0.159,-0.058238679,-0.018488679,0.001386321,0.021261321,0.061011321
0.16,-0.058496,-0.018496,0.00150400000000001,0.021504,0.061504
0.161,-0.058752281,-0.018502281,0.001622719,0.021747719,0.061997719
0.162,-0.059007528,-0.018507528,0.001742472,0.021992472,0.062492472
0.163,-0.059261747,-0.018511747,0.001863253,0.022238253,0.062988253
0.164,-0.059514944,-0.018514944,0.001985056,0.022485056,0.063485056
0.165,-0.059767125,-0.018517125,0.00210787500000001,0.022732875,0.063982875
0.166,-0.060018296,-0.018518296,0.002231704,0.022981704,0.064481704
0.167,-0.060268463,-0.018518463,0.002356537,0.023231537,0.064981537
0.168,-0.060517632,-0.018517632,0.002482368,0.023482368,0.065482368
0.169,-0.060765809,-0.018515809,0.00260919100000001,0.023734191,0.065984191
0.17,-0.061013,-0.018513,0.002737,0.023987,0.066487
0.171,-0.061259211,-0.018509211,0.002865789,0.024240789,0.066990789
0.172,-0.061504448,-0.018504448,0.002995552,0.024495552,0.067495552
0.173,-0.061748717,-0.018498717,0.00312628300000001,0.024751283,0.068001283
0.174,-0.061992024,-0.018492024,0.00325797600000001,0.025007976,0.068507976
0.175,-0.062234375,-0.018484375,0.00339062500000001,0.025265625,0.069015625
0.176,-0.062475776,-0.018475776,0.00352422400000001,0.025524224,0.069524224
0.177,-0.062716233,-0.018466233,0.00365876700000001,0.025783767,0.070033767
0.178,-0.062955752,-0.018455752,0.00379424800000001,0.026044248,0.070544248
0.179,-0.063194339,-0.018444339,0.003930661,0.026305661,0.071055661
0.18,-0.063432,-0.018432,0.00406800000000001,0.026568,0.071568
0.181,-0.063668741,-0.018418741,0.00420625900000001,0.026831259,0.072081259
0.182,-0.063904568,-0.018404568,0.00434543200000001,0.027095432,0.072595432
0.183,-0.064139487,-0.018389487,0.00448551300000001,0.027360513,0.073110513
0.184,-0.064373504,-0.018373504,0.00462649600000001,0.027626496,0.073626496
0.185,-0.064606625,-0.018356625,0.00476837500000001,0.027893375,0.074143375
0.186,-0.064838856,-0.018338856,0.00491114400000001,0.028161144,0.074661144
0.187,-0.065070203,-0.018320203,0.00505479700000001,0.028429797,0.075179797
0.188,-0.065300672,-0.018300672,0.00519932799999999,0.028699328,0.075699328
0.189,-0.065530269,-0.018280269,0.00534473099999999,0.028969731,0.076219731
0.19,-0.065759,-0.018259,0.00549099999999999,0.029241,0.076741
0.191,-0.065986871,-0.018236871,0.00563812899999999,0.029513129,0.077263129
0.192,-0.066213888,-0.018213888,0.00578611199999999,0.029786112,0.077786112
0.193,-0.066440057,-0.018190057,0.005934943,0.030059943,0.078309943
0.194,-0.066665384,-0.018165384,0.00608461599999999,0.030334616,0.078834616
0.195,-0.066889875,-0.018139875,0.00623512499999999,0.030610125,0.079360125
0.196,-0.067113536,-0.018113536,0.00638646399999999,0.030886464,0.079886464
0.197,-0.067336373,-0.018086373,0.00653862699999999,0.031163627,0.080413627
0.198,-0.067558392,-0.018058392,0.00669160799999999,0.031441608,0.080941608
0.199,-0.067779599,-0.018029599,0.00684540099999999,0.031720401,0.081470401
0.2,-0.068,-0.018,0.00699999999999999,0.032,0.082
0.201,-0.068219601,-0.017969601,0.007155399,0.032280399,0.082530399
0.202,-0.068438408,-0.017938408,0.007311592,0.032561592,0.083061592
0.203,-0.068656427,-0.017906427,0.00746857299999999,0.032843573,0.083593573
0.204,-0.068873664,-0.017873664,0.007626336,0.033126336,0.084126336
0.205,-0.069090125,-0.017840125,0.007784875,0.033409875,0.084659875
0.206,-0.069305816,-0.017805816,0.00794418399999999,0.033694184,0.085194184
0.207,-0.069520743,-0.017770743,0.00810425699999999,0.033979257,0.085729257
0.208,-0.069734912,-0.017734912,0.00826508799999999,0.034265088,0.086265088
0.209,-0.069948329,-0.017698329,0.00842667099999999,0.034551671,0.086801671
0.21,-0.070161,-0.017661,0.008589,0.034839,0.087339
0.211,-0.070372931,-0.017622931,0.00875206899999999,0.035127069,0.087877069
0.212,-0.070584128,-0.017584128,0.00891587199999999,0.035415872,0.088415872
0.213,-0.070794597,-0.017544597,0.00908040299999999,0.035705403,0.088955403
0.214,-0.071004344,-0.017504344,0.009245656,0.035995656,0.089495656
0.215,-0.071213375,-0.017463375,0.009411625,0.036286625,0.090036625
0.216,-0.071421696,-0.017421696,0.009578304,0.036578304,0.090578304
0.217,-0.071629313,-0.017379313,0.00974568699999999,0.036870687,0.091120687
0.218,-0.071836232,-0.017336232,0.009913768,0.037163768,0.091663768
0.219,-0.072042459,-0.017292459,0.010082541,0.037457541,0.092207541
0.22,-0.072248,-0.017248,0.010252,0.037752,0.092752
0.221,-0.072452861,-0.017202861,0.010422139,0.038047139,0.093297139
0.222,-0.072657048,-0.017157048,0.010592952,0.038342952,0.093842952
0.223,-0.072860567,-0.017110567,0.010764433,0.038639433,0.094389433
0.224,-0.073063424,-0.017063424,0.010936576,0.038936576,0.094936576
0.225,-0.073265625,-0.017015625,0.011109375,0.039234375,0.095484375
0.226,-0.073467176,-0.016967176,0.011282824,0.039532824,0.096032824
0.227,-0.073668083,-0.016918083,0.011456917,0.039831917,0.096581917
0.228,-0.073868352,-0.016868352,0.011631648,0.040131648,0.097131648
0.229,-0.074067989,-0.016817989,0.011807011,0.040432011,0.097682011
0.23,-0.074267,-0.016767,0.011983,0.040733,0.098233
0.231,-0.074465391,-0.016715391,0.012159609,0.041034609,0.098784609
0.232,-0.074663168,-0.016663168,0.012336832,0.041336832,0.099336832
0.233,-0.074860337,-0.016610337,0.012514663,0.041639663,0.099889663
0.234,-0.075056904,-0.016556904,0.012693096,0.041943096,0.100443096
0.235,-0.075252875,-0.016502875,0.012872125,0.042247125,0.100997125
0.236,-0.075448256,-0.016448256,0.013051744,0.042551744,0.101551744
0.237,-0.075643053,-0.016393053,0.013231947,0.042856947,0.102106947
0.238,-0.075837272,-0.016337272,0.013412728,0.043162728,0.102662728
0.239,-0.076030919,-0.016280919,0.013594081,0.043469081,0.103219081
0.24,-0.076224,-0.016224,0.013776,0.043776,0.103776
0.241,-0.076416521,-0.016166521,0.013958479,0.044083479,0.104333479
0.242,-0.076608488,-0.016108488,0.014141512,0.044391512,0.104891512
0.243,-0.076799907,-0.016049907,0.014325093,0.044700093,0.105450093
0.244,-0.076990784,-0.015990784,0.014509216,0.045009216,0.106009216
0.245,-0.077181125,-0.015931125,0.014693875,0.045318875,0.106568875
0.246,-0.077370936,-0.015870936,0.014879064,0.045629064,0.107129064
0.247,-0.077560223,-0.015810223,0.015064777,0.045939777,0.107689777
0.248,-0.077748992,-0.015748992,0.015251008,0.046251008,0.108251008
0.249,-0.077937249,-0.015687249,0.015437751,0.046562751,0.108812751
0.25,-0.078125,-0.015625,0.015625,0.046875,0.109375
0.251,-0.078312251,-0.015562251,0.015812749,0.047187749,0.109937749
0.252,-0.078499008,-0.015499008,0.016000992,0.047500992,0.110500992
0.253,-0.078685277,-0.015435277,0.016189723,0.047814723,0.111064723
0.254,-0.078871064,-0.015371064,0.016378936,0.048128936,0.111628936
0.255,-0.079056375,-0.015306375,0.016568625,0.048443625,0.112193625
0.256,-0.079241216,-0.015241216,0.016758784,0.048758784,0.112758784
0.257,-0.079425593,-0.015175593,0.016949407,0.049074407,0.113324407
0.258,-0.079609512,-0.015109512,0.017140488,0.049390488,0.113890488
0.259,-0.079792979,-0.015042979,0.017332021,0.049707021,0.114457021
0.26,-0.079976,-0.014976,0.017524,0.050024,0.115024
0.261,-0.080158581,-0.014908581,0.017716419,0.050341419,0.115591419
0.262,-0.080340728,-0.014840728,0.017909272,0.050659272,0.116159272
